+----------------------------------------------------------------------
|  File: profile.txt
|  Date: 2008.07.23 00:23:21 AM
+----------------------------------------------------------------------


+--------------------------------------
| Most expensive methods (by net time)
| Frame Count Limit: Unlimited
+--------------------------------------

               Net
          ------------
 Count     Time    Pct  Location
    39      1.5    0.0  simpull.SimpleSpring$SpringParticle:getVelocity
   290      1.5    0.0  simpull.Vector2f:divEquals
    39      1.5    0.0  simpull.SimpleSpring$SpringParticle:getFriction
   290      1.5    0.0  simpull.Collision:<init>
    11      1.5    0.0  simpull.Particle:<init>
    39      1.5    0.0  simpull.SimpleSpring$SpringParticle:getElasticity
   323      1.4    0.0  simpull.VectorForce:getValue
    13      1.4    0.0  simpull.Wheel:<init>
   323      1.4    0.0  simpull.Vector2f:<init>
   336      1.4    0.0  simpull.Vector2f:<init>
    38      1.4    0.0  simpull.Particle:update
   290      1.3    0.0  simpull.Particle:getElasticity
   286      1.3    0.0  simpull.Particle:getY
   290      1.3    0.0  simpull.Particle:getFriction
    25      1.3    0.0  simpull.SimpleSpring$SpringParticle:closestParamPoint
   290      1.2    0.0  simpull.Vector2f:<init>
    29      1.2    0.0  simpull.SimpullCollection:findClosestVertexOnOBB
   247      1.1    0.0  simpull.VectorForce:getValue
   247      1.1    0.0  simpull.Vector2f:<init>
    53      1.1    0.0  simpull.Particle:getVelocity
    96      1.0    0.0  simpull.Rectangle:init
    28      1.0    0.0  simpull.Particle:addCollisionEvent
    19      1.0    0.0  simpull.Group:satisfyConstraints
    13      1.0    0.0  simpull.Particle:<init>
    19      1.0    0.0  simpull.Group:integrate
   209      1.0    0.0  simpull.Vector2f:<init>
     1      1.0    0.0  simpull.SimpullCollection:init
    44      1.0    0.0  simpull.Particle:eventAttemptNotify
    31      0.9    0.0  simpull.SimpleSpring:<init>
     1      0.9    0.8  simpull.SimpullTest:keyPressed
    11      0.9    0.0  simpull.SimpleSpring$SpringParticle:<init>
   142      0.9    0.0  simpull.Vector2f:<init>
    25      0.9    0.0  simpull.Particle:addCollisionEvent
   209      0.9    0.0  simpull.VectorForce:getValue
    25      0.9    0.0  simpull.Particle:respondToCollision
    11      0.9    0.0  simpull.SimpleSpring:<init>
   143      0.9    0.0  simpull.Composite:getRelativeAngle
   192      0.9    0.0  simpull.Vector2f:<init>
   142      0.8    0.0  simpull.Vector2f:<init>
    42      0.8    0.0  simpull.SimpleSpring:init
   142      0.8    0.0  simpull.MathUtil:sign
   145      0.8    0.0  simpull.MathUtil:clamp
   142      0.8    0.0  simpull.Particle:setVelocity
    39      0.8    0.0  simpull.events.Event:<init>
   184      0.8    0.0  simpull.Vector2f:<init>
     1      0.8    0.7  simpull.VectorForce:<init>
    39      0.8    0.0  simpull.events.sample.Events$CollisionEvent:<init>
   142      0.8    0.0  simpull.Wheel$Rim:setSpeed
    32      0.8    0.0  simpull.Particle:eventAttemptNotify
   171      0.7    0.0  simpull.events.Event:getName
    19      0.7    0.0  simpull.Group:checkCollisions
     1      0.7    0.6  simpull.SimpullTest:keyPressed
   154      0.7    0.0  simpull.events.Event:getName
   126      0.7    0.0  simpull.SimpullCollection:add
    92      0.7    0.0  simpull.Collision:<init>
    25      0.7    0.0  simpull.Vector2f:normalize
     1      0.6    0.6  simpull.SimpullTest:keyPressed
    28      0.6    0.0  simpull.Particle:respondToCollision
   116      0.6    0.0  simpull.Particle:setVelocity
   142      0.6    0.0  simpull.events.Event:init
   142      0.6    0.0  simpull.Vector2f:<init>
    11      0.6    0.0  simpull.Rectangle:<init>
     1      0.6    0.0  simpull.SimpullTest$2:run
    28      0.6    0.0  simpull.events.Event:<init>
   124      0.6    0.0  simpull.Circle:getRadius
     1      0.6    0.5  simpull.VectorForce:<init>
    31      0.6    0.0  simpull.SimpleSpring:getCurrLength
     1      0.5    0.5  simpull.SimpullTest:keyPressed
    28      0.5    0.0  simpull.events.sample.Events$CollisionEvent:<init>
    31      0.5    0.0  simpull.Composite:add
     1      0.5    0.5  simpull.SimpullTest:keyPressed
    25      0.5    0.0  simpull.events.Event:<init>
    26      0.5    0.0  simpull.Particle:eventAttemptNotify
    96      0.5    0.0  simpull.Interval:<init>
     1      0.5    0.5  simpull.SimpullTest:keyPressed
     1      0.5    0.5  simpull.Particle:addForce
    96      0.5    0.0  simpull.Rectangle:setAxes
    96      0.5    0.0  simpull.events.EventManager:registerEventParticipator
     1      0.5    0.5  simpull.SimpullTest:keyPressed
     1      0.5    0.5  simpull.SimpullTest:keyPressed
    17      0.5    0.0  simpull.SimpleSpring:<init>
   112      0.5    0.0  simpull.MathUtil:clamp
     1      0.5    0.5  simpull.VectorForce:<init>
    25      0.5    0.0  simpull.events.sample.Events$CollisionEvent:<init>
    23      0.5    0.0  simpull.events.sample.Events$FirstCollisionEvent:<init>
     1      0.5    0.5  simpull.Vector2f:<init>
     1      0.5    0.5  simpull.SimpullTest:keyPressed
    25      0.5    0.0  simpull.Particle:getVelocity
     1      0.5    0.5  simpull.Particle:addForce
    92      0.5    0.0  simpull.Vector2f:divEquals
     2      0.5    0.4  simpull.Composite:setAngularVelocity
    23      0.5    0.0  simpull.events.Event:<init>
     2      0.5    0.0  simpull.Composite:setMass
     1      0.5    0.4  simpull.VectorForce:<init>
    96      0.4    0.0  simpull.Particle:setMass
     1      0.4    0.4  simpull.SimpullTest:keyPressed
     1      0.4    0.4  simpull.SimpullTest:keyPressed
     1      0.4    0.4  simpull.SimpullTest:keyPressed
    96      0.4    0.0  simpull.Particle:setFriction
     1      0.4    0.4  simpull.SimpullTest:keyPressed
    96      0.4    0.0  simpull.Particle:setElasticity
    96      0.4    0.0  simpull.Particle:setRotation
     1      0.4    0.4  simpull.SimpullTest:keyPressed
     1      0.4    0.4  simpull.SimpullTest:keyPressed
     2      0.4    0.0  simpull.SimpullCollection:init
     1      0.4    0.4  simpull.SimpullTest:keyPressed
     1      0.4    0.4  simpull.SimpullTest:keyPressed
    96      0.4    0.0  simpull.Particle:cleanup
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    19      0.4    0.0  simpull.Particle:getVelocity
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    13      0.4    0.0  simpull.Wheel$Rim:<init>
    56      0.4    0.0  simpull.SimpleSpring$SpringParticle:setCorners
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     1      0.4    0.3  simpull.SimpullTest:keyReleased
    60      0.4    0.0  simpull.Vector2f:divEquals
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    78      0.4    0.0  simpull.Particle:getElasticity
    78      0.3    0.0  simpull.Particle:getFriction
     2      0.3    0.0  simpull.Composite:setupCenter
    78      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.3  simpull.SimpullTest:keyPressed
    75      0.3    0.0  simpull.Vector2f:<init>
    75      0.3    0.0  simpull.Wheel$Rim:getSpeed
     1      0.3    0.3  simpull.SimpullTest:keyPressed
     1      0.3    0.3  simpull.SimpullTest:keyPressed
     1      0.3    0.3  simpull.SimpullTest:keyPressed
    11      0.3    0.0  simpull.Rectangle:setRotation
     1      0.3    0.3  simpull.SimpullTest:keyPressed
    17      0.3    0.0  simpull.SimpleSpring:init
    55      0.3    0.0  simpull.Vector2f:<init>
    11      0.3    0.0  simpull.SimpleSpring:setCollidable
    46      0.3    0.0  simpull.MathUtil:clamp
    62      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.3  simpull.SimpullTest:keyPressed
     1      0.3    0.3  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    55      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyReleased
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    65      0.3    0.0  simpull.Vector2f:<init>
    53      0.3    0.0  simpull.Particle:getElasticity
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    58      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    53      0.2    0.0  simpull.Particle:getFriction
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    39      0.2    0.0  simpull.Particle:setVelocity
    12      0.2    0.0  simpull.events.Event:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    12      0.2    0.0  simpull.events.sample.Events$FirstCollisionEvent:<init>
    53      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.2  simpull.VectorForce:getValue
    44      0.2    0.0  simpull.Vector2f:<init>
    38      0.2    0.0  simpull.Circle:getIntervalY
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     2      0.2    0.0  simpull.Particle:<init>
    17      0.2    0.0  simpull.SimpleSpring:getCurrLength
    50      0.2    0.0  simpull.Vector2f:<init>
    11      0.2    0.0  simpull.Circle:<init>
    11      0.2    0.0  simpull.SimpleSpring:getCurrLength
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    11      0.2    0.0  simpull.Composite:add
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.Vector2f:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    22      0.2    0.0  simpull.Particle:eventAddHandler
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    31      0.2    0.0  simpull.SimpullCollection:add
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyReleased
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    44      0.2    0.0  simpull.events.Event:getName
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    11      0.2    0.0  simpull.Rectangle:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    11      0.2    0.0  simpull.Composite:add
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    39      0.2    0.0  simpull.events.Event:init
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    39      0.2    0.0  simpull.SimpleSpring:getFixed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.VectorForce:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    35      0.2    0.0  simpull.Circle:getRadius
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    42      0.2    0.0  simpull.SimpleSpring:cleanup
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    42      0.2    0.0  simpull.SimpleSpring:isCollidable
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    32      0.2    0.0  simpull.Circle:getRadius
    39      0.2    0.0  simpull.Vector2f:<init>
    39      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    38      0.2    0.0  simpull.Vector2f:<init>
    31      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    22      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    13      0.2    0.0  simpull.Circle:<init>
    32      0.2    0.0  simpull.events.Event:getName
    25      0.2    0.0  simpull.MathUtil:sign
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Wheel:init
    29      0.1    0.0  simpull.Vector2f:<init>
     7      0.1    0.0  simpull.Particle:eventAttemptNotify
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.VectorForce:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    25      0.1    0.0  simpull.Wheel$Rim:setSpeed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     7      0.1    0.0  simpull.Composite$1:handle
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    25      0.1    0.0  simpull.Particle:setVelocity
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     7      0.1    0.0  simpull.Composite$1:handle
    28      0.1    0.0  simpull.events.Event:init
    25      0.1    0.0  simpull.MathUtil:clamp
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    26      0.1    0.0  simpull.events.Event:getName
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    25      0.1    0.0  simpull.Vector2f:<init>
    25      0.1    0.0  simpull.events.Event:init
    11      0.1    0.0  simpull.Circle:init
    13      0.1    0.0  simpull.Particle:setMass
    22      0.1    0.0  simpull.Particle:getMass
    25      0.1    0.0  simpull.Vector2f:<init>
    25      0.1    0.0  simpull.Vector2f:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     2      0.1    0.1  simpull.Composite:setAngularVelocity
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    16      0.1    0.0  simpull.Vector2f:divEquals
     1      0.1    0.1  simpull.VectorForce:getValue
    23      0.1    0.0  simpull.events.Event:init
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     2      0.1    0.0  simpull.Composite:<init>
     1      0.1    0.1  simpull.VectorForce:getValue
    11      0.1    0.0  simpull.Composite$1:<init>
     5      0.1    0.0  simpull.events.sample.Events$FirstCollisionEvent:<init>
     5      0.1    0.0  simpull.events.Event:<init>
     2      0.1    0.0  simpull.Group:add
    19      0.1    0.0  simpull.Group:getCollideInternal
    19      0.1    0.0  simpull.Vector2f:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    19      0.1    0.0  simpull.VectorForce:getValue
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.VectorForce:<init>
     2      0.1    0.0  simpull.Composite:getRelativeAngle
    11      0.1    0.0  simpull.events.EventManager:registerEventParticipator
    17      0.1    0.0  simpull.Vector2f:<init>
    17      0.1    0.0  simpull.SimpleSpring:setCollidable
    11      0.1    0.0  simpull.events.EventManager:registerEventParticipator
    11      0.1    0.0  simpull.Composite$2:<init>
    11      0.1    0.0  simpull.SimpullCollection:add
    11      0.1    0.0  simpull.SimpleSpring:getFixed
    11      0.1    0.0  simpull.Vector2f:<init>
     4      0.1    0.0  simpull.events.sample.Events$FirstCollisionEvent:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    17      0.1    0.0  simpull.SimpleSpring:cleanup
    17      0.1    0.0  simpull.SimpleSpring:isCollidable
    11      0.1    0.0  simpull.SimpullCollection:add
     4      0.1    0.0  simpull.events.Event:<init>
    11      0.1    0.0  simpull.Interval:<init>
     1      0.1    0.0  simpull.Simpull:init
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest$2:<init>
    13      0.1    0.0  simpull.events.EventManager:registerEventParticipator
    11      0.1    0.0  simpull.Rectangle:setAxes
    11      0.1    0.0  simpull.Particle:setMass
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     2      0.1    0.0  simpull.Vector2f:<init>
    11      0.1    0.0  simpull.Particle:setFriction
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Wheel:setTraction
    11      0.1    0.0  simpull.Particle:setElasticity
    11      0.1    0.0  simpull.Particle:setMass
    11      0.1    0.0  simpull.Interval:<init>
     2      0.1    0.0  simpull.Composite:calculateCenter
     1      0.1    0.1  simpull.VectorForce:<init>
    11      0.1    0.0  simpull.Particle:setRotation
     9      0.1    0.0  simpull.Particle:getEventHandlers
    11      0.1    0.0  simpull.Particle:setFriction
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Particle:setMass
     4      0.1    0.0  simpull.events.Event:init
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    11      0.1    0.0  simpull.Particle:setElasticity
    13      0.1    0.0  simpull.Particle:setFriction
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    10      0.1    0.0  simpull.Vector2f:<init>
    12      0.1    0.0  simpull.events.Event:init
    13      0.1    0.0  simpull.Interval:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.Group:init
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Particle:setElasticity
     2      0.1    0.1  simpull.Composite:setAngularVelocity
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     2      0.1    0.0  simpull.Simpull:add
     1      0.1    0.0  simpull.SimpullCollection:setHasParent
     9      0.1    0.0  simpull.events.Event:getName
     2      0.1    0.1  simpull.Composite:setAngularVelocity
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Particle:cleanup
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     7      0.1    0.0  simpull.Particle:setVelocity
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     2      0.1    0.1  simpull.Composite:setAngularVelocity
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
