+----------------------------------------------------------------------
|  File: profile.txt
|  Date: 2008.07.23 00:43:29 AM
+----------------------------------------------------------------------


+--------------------------------------
| Most expensive methods (by net time)
| Frame Count Limit: Unlimited
+--------------------------------------

               Net
          ------------
 Count     Time    Pct  Location
   144      5.2    0.0  simpull.Particle:respondToCollision
   260      5.1    0.0  simpull.Particle:getVelocity
   126      5.1    0.0  simpull.Particle:addCollisionEvent
  1180      5.0    0.0  simpull.Vector2f:<init>
     1      5.0    3.6  simpull.SimpullTest:keyPressed
     1      4.9    3.5  simpull.SimpullTest:keyPressed
    90      4.8    0.0  simpull.SimpullCollection:populateCollision
   220      4.5    0.0  simpull.Particle:getVelocity
     2      4.4    0.0  simpull.CustomBodyFinisher:finish
   126      4.3    0.0  simpull.Particle:respondToCollision
    96      4.1    0.0  simpull.Rectangle:<init>
   945      4.0    0.0  simpull.Vector2f:<init>
     1      3.8    0.0  simpull.SimpullTest:main
    40      3.4    0.0  simpull.SimpullCollection:integrate
   156      3.4    0.0  simpull.Particle:eventAttemptNotify
   680      3.1    0.0  simpull.Vector2f:<init>
     2      3.1    0.0  simpull.Composite:setCompositeCompleted
   143      3.0    0.0  simpull.Particle:eventAttemptNotify
   144      3.0    0.0  simpull.Vector2f:normalize
    22      3.0    0.0  simpull.Wheel:resolve
   144      2.9    0.0  simpull.events.Event:<init>
   144      2.9    0.0  simpull.Particle:getVelocity
   144      2.9    0.0  simpull.events.sample.Events$CollisionEvent:<init>
     1      2.9    2.1  simpull.SimpullTest:keyPressed
   126      2.8    0.0  simpull.events.Event:<init>
   520      2.6    0.0  simpull.Vector2f:<init>
   126      2.5    0.0  simpull.events.sample.Events$CollisionEvent:<init>
   432      2.5    0.0  simpull.Vector2f:<init>
    36      2.4    0.0  simpull.SimpleSpring$SpringParticle:respondToCollision
    36      2.4    0.0  simpull.SimpleSpring$SpringParticle:getContactPointParam
   540      2.3    0.0  simpull.Vector2f:<init>
   480      2.2    0.0  simpull.Vector2f:<init>
    22      2.2    0.0  simpull.Particle:getMass
    96      2.2    0.0  simpull.Rectangle:setRotation
    20      2.1    0.0  simpull.Simpull:step
   260      2.1    0.0  simpull.Wheel$Rim:update
    36      2.0    0.0  simpull.Particle:addCollisionEvent
    11      2.0    0.0  simpull.Particle:<init>
     1      2.0    1.4  simpull.SimpullTest:keyPressed
    90      1.9    0.0  simpull.Collision:copy
   440      1.9    0.0  simpull.Vector2f:<init>
   432      1.9    0.0  simpull.Wheel$Rim:getSpeed
    40      1.8    0.0  simpull.Composite:integrate
   340      1.8    0.0  simpull.VectorForce:getValue
    43      1.8    0.0  simpull.SimpullCollection:findClosestVertexOnOBB
    11      1.8    0.0  simpull.Particle:<init>
    13      1.7    0.0  simpull.Wheel:<init>
   270      1.6    0.0  simpull.Vector2f:<init>
    31      1.6    0.0  simpull.SimpleSpring:setCollidable
     1      1.6    0.0  simpull.SimpullTest$2:run
   340      1.6    0.0  simpull.Vector2f:<init>
   360      1.6    0.0  simpull.Particle:getMass
    11      1.5    0.0  simpull.SimpleSpring$SpringParticle:<init>
   336      1.5    0.0  simpull.Vector2f:<init>
    22      1.4    0.0  simpull.Wheel:respondToCollision
   316      1.4    0.0  simpull.Vector2f:<init>
    72      1.4    0.0  simpull.Particle:getVelocity
    36      1.4    0.0  simpull.SimpleSpring$SpringParticle:getElasticity
   270      1.3    0.0  simpull.Collision:<init>
    36      1.3    0.0  simpull.SimpleSpring$SpringParticle:getVelocity
    40      1.3    0.0  simpull.Particle:update
   270      1.3    0.0  simpull.Particle:getElasticity
   308      1.3    0.0  simpull.Particle:getX
   308      1.3    0.0  simpull.Particle:getY
   270      1.3    0.0  simpull.Vector2f:divEquals
    36      1.3    0.0  simpull.SimpleSpring$SpringParticle:getFriction
   260      1.3    0.0  simpull.VectorForce:getValue
   126      1.2    0.0  simpull.events.Event:init
     1      1.2    0.9  simpull.VectorForce:<init>
    32      1.2    0.0  simpull.Particle:addCollisionEvent
   270      1.2    0.0  simpull.Particle:getFriction
   260      1.2    0.0  simpull.Vector2f:<init>
   270      1.1    0.0  simpull.Particle:getInvMass
    22      1.1    0.0  simpull.SimpleSpring$SpringParticle:closestParamPoint
    54      1.1    0.0  simpull.Particle:getVelocity
    20      1.1    0.0  simpull.Group:satisfyConstraints
    96      1.0    0.0  simpull.Rectangle:init
    20      1.0    0.0  simpull.Group:integrate
    13      1.0    0.0  simpull.Particle:<init>
    31      1.0    0.0  simpull.SimpleSpring:<init>
   220      1.0    0.0  simpull.VectorForce:getValue
     1      1.0    0.0  simpull.SimpullCollection:init
   220      1.0    0.0  simpull.Vector2f:<init>
   154      1.0    0.0  simpull.Composite:getRelativeAngle
    11      0.9    0.0  simpull.Rectangle:<init>
    34      0.9    0.0  simpull.Particle:eventAttemptNotify
    40      0.9    0.0  simpull.Particle:eventAttemptNotify
    86      0.9    0.0  simpull.Vector2f:<init>
    20      0.9    0.0  simpull.Group:checkCollisions
    42      0.8    0.0  simpull.SimpleSpring:init
   192      0.8    0.0  simpull.Vector2f:<init>
    22      0.8    0.0  simpull.Particle:addCollisionEvent
    32      0.8    0.0  simpull.Particle:respondToCollision
    22      0.8    0.0  simpull.Particle:respondToCollision
     1      0.8    0.6  simpull.SimpullTest:keyPressed
   180      0.8    0.0  simpull.Vector2f:<init>
    36      0.8    0.0  simpull.events.Event:<init>
    36      0.8    0.0  simpull.events.sample.Events$CollisionEvent:<init>
   135      0.7    0.0  simpull.MathUtil:clamp
    11      0.7    0.0  simpull.SimpleSpring:<init>
   156      0.7    0.0  simpull.events.Event:getName
   126      0.7    0.0  simpull.SimpullCollection:add
    32      0.7    0.0  simpull.events.Event:<init>
   144      0.7    0.0  simpull.Particle:setVelocity
    32      0.7    0.0  simpull.events.sample.Events$CollisionEvent:<init>
   144      0.7    0.0  simpull.MathUtil:sign
   144      0.6    0.0  simpull.Wheel$Rim:setSpeed
   144      0.6    0.0  simpull.events.Event:init
   144      0.6    0.0  simpull.Vector2f:<init>
   144      0.6    0.0  simpull.Vector2f:<init>
   143      0.6    0.0  simpull.events.Event:getName
     2      0.6    0.0  simpull.Composite:setMass
   144      0.6    0.0  simpull.Vector2f:<init>
   132      0.6    0.0  simpull.Circle:getRadius
    31      0.6    0.0  simpull.Composite:add
    31      0.6    0.0  simpull.SimpleSpring:getCurrLength
     1      0.6    0.4  simpull.VectorForce:<init>
    11      0.6    0.0  simpull.Rectangle:setRotation
    11      0.6    0.0  simpull.Rectangle:<init>
     1      0.6    0.4  simpull.SimpullTest:keyPressed
     1      0.6    0.4  simpull.SimpullTest:keyReleased
    96      0.5    0.0  simpull.events.EventManager:registerEventParticipator
     1      0.5    0.4  simpull.VectorForce:getValue
    96      0.5    0.0  simpull.Rectangle:setAxes
     1      0.5    0.4  simpull.VectorForce:<init>
    96      0.5    0.0  simpull.Interval:<init>
     1      0.5    0.4  simpull.VectorForce:<init>
    55      0.5    0.0  simpull.Vector2f:<init>
   112      0.5    0.0  simpull.MathUtil:clamp
     1      0.5    0.4  simpull.SimpullTest:keyPressed
     1      0.5    0.4  simpull.VectorForce:<init>
     1      0.5    0.4  simpull.SimpullTest:keyPressed
     1      0.5    0.3  simpull.VectorForce:<init>
     1      0.5    0.3  simpull.SimpullTest:keyPressed
    90      0.5    0.0  simpull.Vector2f:divEquals
     1      0.5    0.3  simpull.SimpullTest:keyPressed
    90      0.5    0.0  simpull.Collision:<init>
     1      0.5    0.3  simpull.VectorForce:getValue
     1      0.5    0.3  simpull.SimpullTest:keyPressed
    96      0.5    0.0  simpull.Particle:setFriction
    23      0.5    0.0  simpull.Particle:eventAttemptNotify
    22      0.5    0.0  simpull.Vector2f:normalize
    22      0.5    0.0  simpull.Particle:getVelocity
     1      0.5    0.3  simpull.VectorForce:<init>
    96      0.5    0.0  simpull.Particle:setMass
     1      0.5    0.3  simpull.SimpullTest:keyPressed
     1      0.4    0.3  simpull.VectorForce:<init>
    22      0.4    0.0  simpull.events.sample.Events$CollisionEvent:<init>
    22      0.4    0.0  simpull.events.Event:<init>
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    96      0.4    0.0  simpull.Particle:setRotation
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    96      0.4    0.0  simpull.Particle:setElasticity
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     2      0.4    0.0  simpull.SimpullCollection:init
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    84      0.4    0.0  simpull.Particle:setVelocity
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    20      0.4    0.0  simpull.Particle:getVelocity
     1      0.4    0.3  simpull.SimpullTest:keyPressed
     2      0.4    0.0  simpull.Composite:setupCenter
     1      0.4    0.3  simpull.VectorForce:getValue
    96      0.4    0.0  simpull.Particle:cleanup
    56      0.4    0.0  simpull.SimpleSpring$SpringParticle:setCorners
    13      0.4    0.0  simpull.Wheel$Rim:<init>
    17      0.4    0.0  simpull.SimpleSpring:<init>
    55      0.4    0.0  simpull.Vector2f:<init>
    17      0.4    0.0  simpull.events.sample.Events$FirstCollisionEvent:<init>
     1      0.4    0.3  simpull.SimpullTest:keyPressed
    17      0.3    0.0  simpull.events.Event:<init>
    44      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    66      0.3    0.0  simpull.Wheel$Rim:getSpeed
    72      0.3    0.0  simpull.Particle:getElasticity
    59      0.3    0.0  simpull.Vector2f:divEquals
     2      0.3    0.0  simpull.Particle:<init>
    72      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    17      0.3    0.0  simpull.SimpleSpring:init
    72      0.3    0.0  simpull.Particle:getFriction
    66      0.3    0.0  simpull.Vector2f:<init>
    66      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    22      0.3    0.0  simpull.Vector2f:<init>
    45      0.3    0.0  simpull.MathUtil:clamp
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    65      0.3    0.0  simpull.Vector2f:<init>
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    54      0.3    0.0  simpull.Particle:getElasticity
     1      0.3    0.2  simpull.SimpullTest:keyReleased
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    11      0.3    0.0  simpull.Composite:add
    11      0.3    0.0  simpull.Circle:<init>
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyReleased
    11      0.3    0.0  simpull.SimpleSpring:getCurrLength
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    31      0.3    0.0  simpull.SimpullCollection:add
    22      0.3    0.0  simpull.Particle:eventAddHandler
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
     1      0.3    0.2  simpull.SimpullTest:keyPressed
    54      0.3    0.0  simpull.Particle:getFriction
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.Vector2f:<init>
    54      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    40      0.2    0.0  simpull.Circle:getIntervalY
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    48      0.2    0.0  simpull.Circle:getRadius
    12      0.2    0.0  simpull.events.Event:<init>
    12      0.2    0.0  simpull.events.sample.Events$FirstCollisionEvent:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    17      0.2    0.0  simpull.SimpleSpring:getCurrLength
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    11      0.2    0.0  simpull.Composite:add
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
    44      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.2  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    13      0.2    0.0  simpull.Particle:setMass
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    22      0.2    0.0  simpull.Vector2f:<init>
    39      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     2      0.2    0.1  simpull.Composite:setAngularVelocity
    36      0.2    0.0  simpull.Particle:setVelocity
    43      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    40      0.2    0.0  simpull.events.Event:getName
    31      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     9      0.2    0.0  simpull.Composite$1:handle
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     9      0.2    0.0  simpull.Composite$1:handle
     9      0.2    0.0  simpull.Particle:eventAttemptNotify
    40      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.VectorForce:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    11      0.2    0.0  simpull.Interval:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    36      0.2    0.0  simpull.events.Event:init
    31      0.2    0.0  simpull.Circle:getRadius
    42      0.2    0.0  simpull.SimpleSpring:isCollidable
    42      0.2    0.0  simpull.SimpleSpring:cleanup
    36      0.2    0.0  simpull.SimpleSpring:getFixed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    39      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     2      0.2    0.0  simpull.Vector2f:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    34      0.2    0.0  simpull.events.Event:getName
     2      0.2    0.0  simpull.Composite:<init>
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
     1      0.2    0.1  simpull.SimpullTest:keyPressed
    13      0.2    0.0  simpull.Circle:<init>
    21      0.1    0.0  simpull.Vector2f:divEquals
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyReleased
    32      0.1    0.0  simpull.events.Event:init
    13      0.1    0.0  simpull.Wheel:init
    11      0.1    0.0  simpull.Rectangle:setAxes
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    17      0.1    0.0  simpull.SimpleSpring:setCollidable
    23      0.1    0.0  simpull.events.Event:getName
     2      0.1    0.0  simpull.Group:add
    10      0.1    0.0  simpull.Vector2f:<init>
    11      0.1    0.0  simpull.Circle:init
    11      0.1    0.0  simpull.Composite$1:<init>
    22      0.1    0.0  simpull.Particle:setVelocity
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    22      0.1    0.0  simpull.MathUtil:sign
    22      0.1    0.0  simpull.MathUtil:clamp
    11      0.1    0.0  simpull.Composite$2:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     2      0.1    0.0  simpull.Composite:calculateCenter
    22      0.1    0.0  simpull.Wheel$Rim:setSpeed
    22      0.1    0.0  simpull.events.Event:init
    22      0.1    0.0  simpull.Vector2f:<init>
    11      0.1    0.0  simpull.events.EventManager:registerEventParticipator
    22      0.1    0.0  simpull.Vector2f:<init>
    11      0.1    0.0  simpull.events.EventManager:registerEventParticipator
    11      0.1    0.0  simpull.SimpullCollection:add
     4      0.1    0.0  simpull.events.Event:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    11      0.1    0.0  simpull.Particle:setFriction
    20      0.1    0.0  simpull.Group:getCollideInternal
    11      0.1    0.0  simpull.SimpleSpring:getFixed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    20      0.1    0.0  simpull.VectorForce:getValue
    11      0.1    0.0  simpull.SimpullCollection:add
     2      0.1    0.0  simpull.Composite:getRelativeAngle
     4      0.1    0.0  simpull.events.sample.Events$FirstCollisionEvent:<init>
    11      0.1    0.0  simpull.Particle:setElasticity
    11      0.1    0.0  simpull.Particle:setMass
    20      0.1    0.0  simpull.Vector2f:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    11      0.1    0.0  simpull.Interval:<init>
    11      0.1    0.0  simpull.Particle:setRotation
    11      0.1    0.0  simpull.SimpleSpring:setCollidable
    17      0.1    0.0  simpull.events.Event:init
    11      0.1    0.0  simpull.Particle:setElasticity
    11      0.1    0.0  simpull.Particle:setMass
     1      0.1    0.1  simpull.VectorForce:<init>
    11      0.1    0.0  simpull.Vector2f:<init>
    11      0.1    0.0  simpull.Particle:setFriction
    17      0.1    0.0  simpull.Vector2f:<init>
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    17      0.1    0.0  simpull.SimpleSpring:isCollidable
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.events.EventManager:registerEventParticipator
    17      0.1    0.0  simpull.SimpleSpring:cleanup
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.SimpullTest:keyPressed
    10      0.1    0.0  simpull.Particle:getEventHandlers
    13      0.1    0.0  simpull.Wheel:setTraction
     1      0.1    0.1  simpull.SimpullTest:keyPressed
     1      0.1    0.1  simpull.VectorForce:getValue
     1      0.1    0.0  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Interval:<init>
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Particle:setFriction
    13      0.1    0.0  simpull.Particle:setElasticity
    12      0.1    0.0  simpull.events.Event:init
     1      0.1    0.0  simpull.SimpullTest$2:<init>
     2      0.1    0.0  simpull.Composite:isCompositeCompleted
    13      0.1    0.0  simpull.Particle:setMass
     1      0.1    0.0  simpull.Group:init
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.VectorForce:getValue
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyReleased
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullCollection:setHasParent
     2      0.1    0.0  simpull.Simpull:add
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
    10      0.1    0.0  simpull.events.Event:getName
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     2      0.1    0.0  simpull.Composite:setAngularVelocity
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
    13      0.1    0.0  simpull.Particle:cleanup
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     2      0.1    0.0  simpull.Vector2f:<init>
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
     1      0.1    0.0  simpull.SimpullTest:keyPressed
